REGISTRY_ID,FAC_NAME,FAC_STATE,FAC_EPA_REGION,FAC_MAJOR_FLAG,FAC_NAICS_CODES,TARGET_VIOLATION_12M
110001287367.0,OWENS ILLINOIS INC ALTON,IL,5.0,,327213 11111 331511,0
110001851924.0,SAFETY SOCKET LLC,IL,5.0,,332722,0
110065354048.0,PRECISION LABEL INC,CA,9.0,,326112,0
110014454599.0,CHALLENGE PRINTING CO.,NC,4.0,,32311 323112,0
110033145317.0,DRB INDUSTRIES,FL,4.0,,333613,0
110000842312.0,ALCATEL NETWORK SYSTEMS INC,TX,6.0,,334220 334290 999999,0
110003076876.0,HARCOURT IND DBA HARCOURT OUTLINES INC,IN,5.0,,323111,0
110003397850.0,"PINNACLE RESOURCES, INC.",AR,6.0,,324191 48412,0
110000394341.0,VISIONMARK INC,OH,5.0,,339999 32311,0
110001387918.0,LUMEN TECHNOLOGIES,IA,7.0,,335312,0
110005320081.0,STILES HOLLOW METAL,WA,10.0,,332321,0
110072099669.0,ELLIS HOLDINGS INC,CA,9.0,,311824,0
110070247426.0,FINE LINE GRAPHICS,MA,1.0,,323120,0
110004018731.0,AMERICAN TRUETZSCHLER,NC,4.0,,333249,0
110012201321.0,MOLD PRO,NH,1.0,,333511,0
110002853877.0,EXPRESS MAIN,CA,,,323111,0
110070478150.0,MANHATTAN STITCHING CO / BRENDAN SCREENPRINTING,CA,,,313311,0
110070654081.0,VSS INTERNATIONAL,CA,9.0,,324121,0
110006165443.0,MIDWEST GROUND COVERS,IL,5.0,,339999,0
110001299924.0,JONESVILLE ASPHALT CO,MI,5.0,,324121,0
110000409380.0,STAR OF THE WEST MILLING CO.,MI,5.0,,311211 11131,0
110021149103.0,GRAPHIC PACKAGING,MI,5.0,,322212,0
110071159591.0,"MORTON SALT, INC.",KS,7.0,,212319 311942,0
110012709471.0,AGGREGATE INDUSTRIES CONCRETE,MA,1.0,,327320 32732,0
110012706278.0,BRUNDIDGE ELECTRONICS CORP,AL,4.0,,334418,0
110005464728.0,RAMROD INDUSTRIES LLC,WI,5.0,,333995,0
110000889003.0,SUN CHEMICAL CORP,IL,5.0,,325910,0
110070293645.0,R & L SPRING CO,WI,5.0,,332613,0
110000309826.0,KEY POLYMER LLC,MA,1.0,,325520 32552 811111,0
110045495941.0,CROWLEY READY MIX,TX,6.0,,327320,0
110003387674.0,STEELFAB INC  OF ALABAMA,AL,4.0,,332312,0
110022448387.0,LEGGETT & PLATT URETHANE DIV BRANCH 6014,CA,9.0,,326150,0
110002127234.0,PREMIER GLASS USA LLC,MO,7.0,,327213 562219,0
110000470758.0,BORAL ROOFING LLC,AZ,9.0,,327390 32739,0
110060261540.0,CEMSTONE - NORTHFIELD,MN,5.0,,327320,0
110042036542.0,CENTRIA,PA,3.0,,332312 332812 332322 332813 334512,0
110000915706.0,WILLIAMSBURG MANUFACTURING,IA,7.0,,336370 336399,0
110000852453.0,FABRICON PRODUCTS INC,MI,5.0,,323111,0
110001342280.0,CUMMINS-ALLISON CORP,IL,5.0,,423830 333313,0
110020056419.0,HANSON PIPE & PRECAST LLC SAN ANTONIO,TX,6.0,,327332 32739,0
110000316621.0,JELLIFF CORPORATION,CT,1.0,,332618,0
110070522841.0,BORDEN LIGHTING,CA,9.0,,335122 335131,0
110000343254.0,GENERAL ELECTRIC,VA,3.0,,335314,0
110013813542.0,VENTEK SOLUTIONS LLC (0332010202),OH,5.0,,326140,0
110001673396.0,PREMIER KITCHEN & BATH INC,SC,4.0,,32612 327991 326199,0
110007844137.0,GEMCO ELECTRONICS INC,TN,4.0,,332313,0
110010451313.0,MONTICELLO FLOORING & LUMBER,KY,4.0,,321113,0
110005307300.0,TISDALE PROPERTY,WA,10.0,,311999,0
110068906125.0,ERFFMEYER AND SON CO INC,WI,5.0,,339910,0
110010585660.0,PARKS SAUSAGE CO,MD,3.0,,311615,0
110003273305.0,MORRIS TIRE SVC,LA,6.0,,326212,0
110012205014.0,TAYLOR FORGE ENGR SYS,KS,7.0,,332996 332312,0
110071398264.0,KNIFE RIVER CORPORATION - NORTHWEST,OR,10.0,,324121,0
110045969608.0,"GARLINGTON LANDEWEER MARINE, INC",FL,4.0,,336612,0
110013287460.0,STANLEY WORKS,OH,5.0,,332212,0
110000500823.0,FLINT GROUP NORTH AMERICA,PA,3.0,,325910 32591,0
110070523328.0,AUDENTES THERAPEUTICS INC,CA,9.0,,541713 325411,0
110001622209.0,DAIRY FARM PRODS CO - DAYTON DIV,OH,5.0,,311520,0
110031441517.0,OMOHUNDRO CO,CA,9.0,,334511,0
110002114907.0,REMAX FIRST SHOPPING CENTER,IN,5.0,,331522,0
110072067898.0,SANITOR CORPORATION,CA,,,325620,0
110000914093.0,UNOCAL SHALE OIL FACILITY,CO,8.0,,324110,0
110031334866.0,JACOBSEN A TEXTRON CO,NC,4.0,,333111,0
110070486390.0,ARISTA NETWORKS INC,CA,,,334613,0
110003773159.0,ROAD RESCUE INC,MN,5.0,,336211,0
110071394210.0,ISLAND PUMP & TANK CORP,NJ,2.0,,333914,0
110005825223.0,NUDO PRODUCTS,IL,5.0,,326130 42512 326113 326121 32613,0
110000876099.0,CIRCUITRON CORP.,NY,2.0,,334419 335999,0
110017693655.0,DOWNTOWN DALLAS PLANT,TX,6.0,,327320,0
110033131947.0,"MORGAN COUNTY RENEWABLE FUELS, LLC",CO,8.0,,325199,0
110044967462.0,BIC GRAPHIC USA #3,FL,4.0,,323113,0
110001204884.0,COUPLING SYSTEMS INC,PA,3.0,,332996,0
110001637060.0,GODDARD READY MIX CONCRETE / 10100 NE 10TH,OK,6.0,,327320,0
110012158422.0,DUKE CITY REDI MIX LLC,NM,6.0,,327320,0
110040977306.0,BASIC CONSTRUCTION COMPANY -NEW KENT ASPHALT PLANT,VA,3.0,,324121,0
110000591388.0,CUSTOM RESINS INC,KY,4.0,,325211,0
110013846231.0,PRECISION WIRE PRODUCTS INC,CA,9.0,,33261 332618,0
110008871284.0,WESTERN ALFALFA,NE,7.0,,311119,0
110000832966.0,HOOD PACKAGING CORPORATION,GA,4.0,,999999 326111,0
110070543518.0,BIOMEDICAL POLYMERS INC,MA,1.0,,326199,0
110002139445.0,CONSOLIDATED FABRICATORS CORP,CA,9.0,,3321 333319 332116,0
110004924280.0,TIFFANY & CO.,RI,1.0,,339911,0
110070217286.0,IDL TECHNIEDGE,NJ,2.0,,332216,0
110043865092.0,DELMONTE FOODS,IL,5.0,,311421,0
110005324452.0,KBP & FABRICATIONS INC,WA,,,332322,0
110004618664.0,ELGIN FASTENERS QUALITY BOLT DIVISION,OH,,,332722,0
110017981530.0,GATES RUBBER COMPANY,MO,7.0,,332912 332813 42384,0
110057729702.0,ZEIGLER'S BEVERAGE CO,PA,3.0,,312111,0
110070417011.0,SHAKLEE CORPORATION,CA,,,325413,0
110001937370.0,LUDLOW WWTP,MA,1.0,,336211,0
110007219517.0,"ALLEGHENY CABLECO, INC.",PA,3.0,,332618,0
110070157812.0,HUSKY LINERS,KS,7.0,,326299,0
110006685783.0,ACE PAVING SCHILINGER PIT PLANT 4,WA,10.0,,324121,0
110070718819.0,ABB INC.,VA,3.0,,335311,0
110070234144.0,"CMC STEEL FABRICATORS, INC",MO,7.0,,332312,0
110055677539.0,THE TARTARIC CHEMICALS CORPORATION,CA,9.0,,325199 32519,0
110031023997.0,REED SUPPLY COMPANY,AL,4.0,,327110,0
110000439339.0,ADM ANIMAL NUTRITION,IL,5.0,,311119,0
110000726894.0,"SEALED AIR CORPORATION SCOTIA, NY",NY,2.0,,32619 326140,0
110007418302.0,INDIES HOUSE INC,AL,4.0,,321991,0
110070581425.0,HARNEY FLOORS,CA,,,321999,0
110000834278.0,GE ENGINE SERVICES - WINFIELD,KS,7.0,,336412 339942 325998,0
110071407835.0,UNITED PLASTICS INC,MA,1.0,,326199,0
110000362385.0,REICHHOLD LLC 2,FL,4.0,,325211,0
110025315433.0,BEEBE COMPOST SITE,AR,6.0,,325314,0
110002958684.0,INNOVATIVE TEXTILES  INC,CO,8.0,,314991,0
110067041739.0,BASSETT MIRROR CO. NORTH BASSETT PLANT,VA,3.0,,337121 327215,0
110004785616.0,FRICTION PRODUCTS MFG CO INC,OR,10.0,,333999,0
110001834418.0,PAUL REED SMITH GUITARS,MD,3.0,,339992,0
110037143640.0,"TMS INTERNATIONAL, LLC",OH,5.0,,562920 327999 339999,0
110000365480.0,AMERICAN PANEL CORP,FL,4.0,,333415,0
110002073363.0,R G APPLEGATE DE LYNN INCORPORATED,IN,5.0,,333112,0
110000416032.0,PB LEINER USA,IA,7.0,,311999 325998 325199 311942 311340,0
110004086131.0,CLEBURN STREET WELL SUPERFUND SITE (OU5) - GRAND ISLAND NE,NE,7.0,,482111 325998,0
110024424032.0,MAGNA MIRRORS OF AMERICA INC,MI,5.0,,336399 327215 336390,0
110071291829.0,ALPHA TEKNOVA INC,CA,,,325414,0
110015686346.0,TYCO ELECTRONICS IDENTIFICATION,RI,1.0,,323119,0
110060295577.0,CITRA LABS (ZIMMER-BIOMET CO.),MA,1.0,,325412,0
110070551559.0,PRECISION FOUNDRY TOOLING LTD,IL,5.0,,339999,0
110071248605.0,SYSTEM MACHINES AUTOMATION COMPONENTS,NH,,,334418,0
110005247704.0,AMF REECE,VA,3.0,,333248 333249,0
110070482269.0,STEVEN LABEL CORPORATION,CA,9.0,,323119 56299 323111,0
110070616673.0,GRUNDY CO REDI-MIX,IL,5.0,,327320,0
110022810617.0,SUPERIOR MATERIALS PLANT 17,MI,5.0,,327320,0
110070130092.0,BEST BUY MOBILE STORE 2883,MA,1.0,,443142 335999,0
110009419389.0,IPG MEDICAL,NH,1.0,,327212 335122 334413,0
110012589234.0,RIGHT WAY ROOFING,NM,6.0,,327999,0
110000742885.0,LA-CO INDUSTRIES INC,IL,5.0,,339940 339942 325510,0
110070096684.0,"PDQ ENGINEERING, INC.",CA,9.0,,336413 336399,0
110072029003.0,HME INC,KS,,,332312,0
110003087481.0,"R & D FINISHING, INC.",IN,5.0,,339999,0
110071184525.0,ATV WHOLESALE OUTLET INC,CA,,,336211 81131 811411 332216,0
110001291174.0,"PALUMBO BROS., INC",IL,5.0,,327320,0
110001528464.0,LEVOLOR LORENTZEN INC,NJ,2.0,,33792 337920,0
110008288469.0,SUMITOMO MACHINERY CORPORATION,CA,9.0,,333612,0
110005179902.0,DIGITAL ROOM,TX,6.0,,323111,0
110001134077.0,PARKER MEDICAL ASSOCIATES LP,NC,4.0,,339113,0
110071362175.0,RIVERSTONE GROUP INC,IL,5.0,,339999,0
110009599229.0,TRW AUTOMOTIVE,MI,5.0,,336211 336330 336111 336340 332999,0
,PINNACLE LABORATORY LLC,CA,9.0,,327999,1
110071091961.0,"WILKINSON MINERALS, LLC",MI,5.0,,325180,0
110001063642.0,LOEWENGART & CO INC,PA,3.0,,316110,0
110063681797.0,BRIDENT DENTAL,TX,,,339114,0
110070054200.0,BRISTOL GROUP PRECAST,KY,4.0,,327320,0
110034577571.0,OVERWRAPS PACKAGING INC,TX,6.0,,323111 323112,0
110028716254.0,RIVER READY MIX INC.,MO,7.0,,327320,0
110000425861.0,HAWKINS INC,MN,5.0,,325199 325180 42469 325998 325181 424690 42269,0
110000491049.0,MILLER MANUFACTURING,WA,10.0,,332322 326121 316110 339999,0
110001308040.0,NIBCO,KY,4.0,,323111,0
110038653917.0,WESTERN PAVING CONST.CN,CO,8.0,,324121,0
110070836837.0,BP,IL,5.0,,339999,0
110060097265.0,REYNOLDSVILLE CASKET/REYNOLDSVILLE,PA,3.0,,339995,0
110070450960.0,"TRISTAR LAMINATES, INC.",CA,,,326199 332813,0
110001300146.0,RICH PRODUCTS CORP,MI,5.0,,311411,0
110012150144.0,"WINGFOOT COMMERCIAL TIRE SYSTEMS, LLC",AR,6.0,,326211,0
110071498976.0,ASCENSION READY MIX INC - PLANT #1,LA,6.0,,327320,0
110000377850.0,WILBERT PLASTIC SERVICES,KY,4.0,,325991 237310 326199,0
110038625761.0,SCHRADER ENVIRONMENTAL SERVICES,CO,8.0,,324121,0
110005349319.0,ECKSTROM INDUSTRIES INC ARLINGTON,WA,10.0,,332996,0
110043302823.0,BOONE SERVICES INC - CATERPILLAR D-16 SN,LA,6.0,,332312,0
110007069448.0,HECKETT MULTISERV,IL,5.0,,212399 331221,0
110010397784.0,SHELBY GRAVEL (PORTABLE),KS,7.0,,327320,0
110012152160.0,CHALLIS REDI-MIX LLC,ID,10.0,,327320,0
110009716129.0,TIMBERLINE - VANCE,NC,4.0,,321920,0
110007060376.0,PALUMBO EXCAVATING CO.,IL,5.0,,327320,0
110072011425.0,OLDCASTLE INFRASTRUCTURE,CA,,,327999,0
110009595633.0,ROMEO RIM INC  PLANT 2,MI,5.0,,326199 32612,0
110008268597.0,AVANTEC,CA,,,334419 334418,0
110001409404.0,RELIANCE BATTERY MFG CO,IA,7.0,,335911,0
110002511318.0,HMH MOTOR SVC,DE,3.0,,44411 339112 811121,0
110038971253.0,HASTINGS CASKET CO,NE,7.0,,339995,0
110062733467.0,CRYSTAL GROUP,IA,7.0,,334111,0
110040438416.0,INTERMOOR INC - MORGAN CITY FACILITY,LA,6.0,,336611 211111 213112,0
110072008503.0,DIMENSION TECHNOLOGY CHEMICAL SYSTEMS INC,CA,,,331313,0
110033114724.0,WHISTLE REDI-MIX (WATER),KS,7.0,,327320,1
110038610223.0,TRU PRINT INC  DBA SIR SPEEDY PRINTING,CO,8.0,,323111 999999,0
110002682106.0,"ALLERMED LABS, INC",CA,9.0,,325411,0
110008357875.0,BALL BROTHERS BULK FACILITY,KY,4.0,,324199,0
110007844976.0,HARDRIVES INC,TN,4.0,,324121,0
110002125566.0,RUAL PRODS CO,IL,5.0,,325612 325611,0
110001412150.0,GULF COAST PLASTICS INC,FL,4.0,,323111 32311,0
110069469676.0,SUPERIOR HARDWOOD FLOORING/BUTLER TWP,PA,3.0,,321918,0
110001888538.0,W-L CONSTRUCTION - ABINGDON ASPHALT PLANT,VA,3.0,,324121,0
110071135768.0,BLUESHIFT OPTICS LLC,CA,,,339112,0
110070480969.0,ASTUTE MEDICAL INC,CA,,,56299 325414,0
110067421196.0,INGREDION INCORPORATED PLOVER PLANT I,WI,5.0,,311221,0
110009268443.0,MODERN PATTERN & FOUNDRY CO. INC. (MP),CA,9.0,,331513,0
110002097659.0,DOUGLAS CALL CO INC,VA,3.0,,325510,0
110037442363.0,KNEPPER PRESS CORP,PA,3.0,,323119 323111,0
110002103269.0,MOLDED FIBERGLASS INDUSTRIES,FL,4.0,,336612,0
110039629088.0,CEMEX CONSTRUCTION MATERIALS FLORIDA LLC,FL,4.0,,327320,0
110005371891.0,ROSS PRINTING CO,WA,10.0,,323111,0
110000789120.0,FULGHUM INDUSTRIES IN,GA,4.0,,999999 333243,0
110007359045.0,BENNETT FOREST INDUSTRIES SITE,ID,10.0,,321113 321,0
110003276589.0,INTERNATIONAL PIPING SYS,LA,6.0,,332919,0
110002089338.0,ARROW RUBBER PRODUCTS INC,CT,1.0,,326291,0
110028248215.0,WEST TEXAS CULVERTS,TX,6.0,,332313,0
110024762274.0,AZTEC MATERIAL SERVICE CORP,IL,5.0,,327320,0
110070684313.0,GAGE PARK FOOD,IL,5.0,,339999,0
110002665811.0,MOUNTAIN NETWORK SOLUTIONS,CA,9.0,,334112,0
110000369146.0,"RED STAR YEAST COMPANY, LLC",AL,4.0,,311999 311991 311812,0
110001022679.0,RESPIRONICS MURRYSVILLE PLT,PA,3.0,,334510,0
110002357342.0,AMERICAN RACING,MO,7.0,,332111,0
110002456725.0,GREAT PLAINS MANUFACTURING CO INC,KS,7.0,,333111,0
110000615772.0,"VINELAND CHEMICAL CO., INC.",NJ,2.0,,325311 32532 325320 211112,0
110070226462.0,AGRIC COMMODITIES INC/NEW OXFORD,PA,3.0,,311119,0
110005401083.0,LYELL IMMUNOPHARMA INC BOTHELL,WA,10.0,,325414 492110,0
110000393011.0,HADRONICS INC,OH,5.0,,332813 332812,0
110055582212.0,MULTISEAL INC.,IN,5.0,,325520,0
110002429104.0,AEROTEST OPERATIONS  INC,CA,9.0,,334517 711510 56299 54138,0
110072126192.0,SSD MOTORSPORTS,CA,9.0,,336390,0
110070016345.0,MACLEAN POWER SYSTEMS,TN,4.0,,332510,0
110070848292.0,BURTON PLASTICS,CA,,,337215,0
110037617193.0,TAPCO TUBE CO/MEADVILLE,PA,3.0,,331210,0
110009418852.0,SYNTHETIC LABS,NH,1.0,,325998,0
110046299607.0,POLY-WOOD LLC,IN,5.0,,337125 325991 325211 337124,0
110002091977.0,CHEMEX - CINDEL OFFICE PARK,NJ,2.0,,325612,0
110070157863.0,MERCHANTS METALS,MI,5.0,,332812,0
110000836258.0,EMPIRE INDUSTRIES INCORPORATED,NC,4.0,,339932 32619,0
110005302957.0,SPOKANE METAL FINISHING,WA,10.0,,332813,0
110004334293.0,FARRAND CONTROLS DIVISION,NY,2.0,,334519,0
110043863101.0,WINCHESTER INTERCONNECT HERMETICS LLC,FL,4.0,,334417,0
110001225068.0,COLUMBUS DISTRIBUTION CENTER,OH,5.0,,327215,0
110072037944.0,SIRENA INCORPORATED,CA,,,323111,0
110038905762.0,VO CONCRETE,IA,7.0,,327320,0
110000319263.0,CHEMICAL COMPOUNDS INC,NJ,2.0,,325192 325199 3251,0
110003292044.0,PENSKE TRUCK LEASING CO LP,LA,6.0,,322219,0
110070160632.0,VICS AIRPORT AUTOMOTIVE,IL,5.0,,339999,0
110067678891.0,LONESTAR TOOLING SOLUTIONS,TX,6.0,,332999,0
110001228341.0,VEGETABLE JUICES INC,IL,5.0,,311421,0
110008798738.0,ANDERSON BROTHERS CONSTRUCTION CO BASE 3,MN,5.0,,324121,0
110000782859.0,DELTA PLATING INC,CA,9.0,,332813,0
110001353124.0,LIPPERT COMPONENTS PLANT 35,IN,5.0,,336214 333999 332999,0
110038434129.0,MCSWAIN MANUFACTURING,OH,5.0,,332999,0
110071425602.0,EMERY SAPP AND SONS PLANT #5 BATES CITY,MO,7.0,,327320,0
110005935220.0,WOODSTOCK CITY OF,IL,5.0,,339999,0
110070593372.0,ZELTIQ AESTHETICS INC AN ALLERGAN AFFILIATE,CA,,,332992,0
110001386731.0,UPPCO INC,IL,5.0,,335312,0
110004773567.0,MIKE CUNNINGHAM REFINISHING,OR,10.0,,337127,0
110019524264.0,RIVERHAWK COMPANY,NY,2.0,,999999 332999,0
110042040252.0,PACIFIC WOOD TREATING CORP,WA,10.0,,921190 23731 321114,0
110041097657.0,SOUTHERN CALIFORNIA CARTON COMPANY (INC),CA,9.0,,541430 322212,0
110071767615.0,"JIN TECH AMERICA, LLC",GA,4.0,,336390,0
110002066237.0,PETER J POULOS & SONS INC,IL,5.0,,339999,0
110003706026.0,CHEMTOOL INC,MI,5.0,,325998,0
110071135889.0,PERI LAUNDRY,CA,,,812320 333318,0
110005399639.0,CADMAN ROCK INC SKY RIVER PIT,WA,10.0,,212321 327320,0
110070452564.0,MENASHA PACKAGING CO LLC SANTA FE,CA,,,322211,0
110001332978.0,E AND J FOUNDRY WORKS INC.,IL,5.0,,339999,0
110037605357.0,LUCK STONE CORPORATION - GILMERTON PLANT,VA,3.0,,327991,0
110001487098.0,BELDING HAUSMAN  INC   BOGER CITY PLANT,NC,4.0,,31321 313210,0
110070160611.0,AFFORDABLE AUTO ENHANCEMENT INC,IL,5.0,,339999,0
110020745247.0,MEDTRONIC,CA,9.0,,339112,0
110070604475.0,CLARION LOCKER,IA,7.0,,311612,0
110017984430.0,CENTRAL ELECTRIC COMPANY LLC,MO,7.0,,335313,0
110071330618.0,"6007 SUNSET (LA) OZ, LLC",CA,,,236220 336350,0
110006521923.0,ENSIGN PRODUCTS CO INC,OH,5.0,,325998,0
110039566840.0,PARKER HANNIFIN CORPORATION,MI,5.0,,333995,0
110024588962.0,THREE RIVERS BIOFUELS LLC,MS,4.0,,325110,0
110021284215.0,BRUDVIK INC,CA,9.0,,334414 23531,0
110014367899.0,PARAGAON BIOSERVICES INC,MD,3.0,,54199 325414,0
110062724912.0,"PORT SUTTON ENVIROFUELS, LLC",FL,4.0,,325199,0
110046259231.0,SUPERIOR FABRICATION CO LLC,MI,5.0,,33651 33312 333923,0
110000453143.0,APEX TOOL GROUP LLC,AR,6.0,,332212 332216 332813,0
110001993558.0,PICKENS COUNTY CONCRETE COMPANY INC,SC,4.0,,327320,0
110070070791.0,FIBREBOND CORPORATION DBA INTERNATIONAL SUPPLY COMPANY,IL,5.0,,332999,0
110000429064.0,THREE J'S INDUSTRIES INC,IL,5.0,,332813,0
110001888958.0,VIRGINIA MATERIALS & SUPPLIES INCORPORATED,VA,3.0,,327910,0
110057126346.0,CALIFORNIA ELECTRIC STEEL,CA,9.0,,331221,0
110009467816.0,BEECH-NUT NUTRITION CORP,NY,2.0,,311422,0
110072091429.0,HITCO CARBON COMPOSITES INC.,CA,9.0,,326122,0
110001947895.0,CHASE COATING AND LAMINATING,MA,1.0,,313320 31332 325998,0
110032931718.0,VERSATILE CONSTRUCTION - GCP HMA 1,NM,6.0,,324121,0
110002106621.0,CARPENTER CO,TN,4.0,,326150,0
110017622223.0,"NSO PRESS, LLC",CO,8.0,,323111 323112,0
110001368751.0,"CUSTOM WOOD PRODUCTS, INC",IN,5.0,,321999,0
110038649816.0,STROEHECKER EXCAVATION,CO,8.0,,324121,0
110001287063.0,TREASURE CHEST ADVERTISING CO INC,IL,5.0,,323112,0
110070429632.0,ENCODIA INC,CA,,,325413,0
110071131128.0,RX UNLIMITED PHARMACY,CA,,,56299 325411,0
110070405502.0,LESLIE'S POOL SUPPLY,CA,,,339113,0
110038624628.0,SCHMIDT TIAGO CONST CO,CO,8.0,,212321 324121,0
110070086998.0,NORTH POINT AMERICA INC,CA,9.0,,323111,0
110015795503.0,EVERLAST FITNESS MFG CORP,MO,7.0,,339999,0
110003280869.0,RAIN CII CARBON LLC - LAKE CHARLES CALCINING PLANT,LA,6.0,,324199,0
110023041634.0,L & K PACKING,MN,5.0,,311613,0
110003715837.0,BURTON INDUSTRIES INC,MI,5.0,,334418 11131,0
110015310180.0,SEWELL PRODUCTS OF FLORIDA LLC,FL,4.0,,325612 325611,0
110001500046.0,"COMMONWEALTH HOSIERY MILLS, INC.",NC,4.0,,315120 54199 315111,0
110006026683.0,EXTRA TOUCH,LA,6.0,,336211,0
110071498304.0,DAVE OMARA CONTRACTOR INCORPORATED,IN,5.0,,324121,0
110001728532.0,ENGINEERED DATA PRODUCTS,CO,8.0,,337214 33792,0
110001829479.0,DELTA TUBE & FABRICATING CORPORATION,MI,5.0,,332439 332999,0
110002095802.0,AMERICAN DYEING & BLEACH CORP,PA,3.0,,313311,0
110003338111.0,PLAYTIME SILK SCREENERS,LA,6.0,,314999,0
110069328766.0,MOORESBURG FOREST PRODUCTS,TN,4.0,,321113,0
110002334233.0,CHEMCO CORP,MA,1.0,,325612,0
110000333461.0,KRB KLEARKAST,PA,3.0,,325991,0
110038943114.0,HOWDEN SIROCCO INCORPORATED,MA,1.0,,333412,0
110020477241.0,SUN CHEMICAL,MI,5.0,,325910,0
110055589055.0,SERVICE KING MANUFACTURING INC / SERVICE KING MFG,OK,6.0,,333132,0
110036142545.0,J CURRY READY MIX,IL,5.0,,339999,0
110004955022.0,B & L TOOL CO INC,TN,4.0,,333515,0
110001219333.0,KEROTEST MANUFACTURING CORP.,PA,3.0,,332911,0
110038919506.0,EXPERIMENTAL FACILITY (L-22)(STORMWATER),KS,7.0,,336411,0
110003669888.0,IMAGE FACTORY PRINTING CO INC,MI,5.0,,323119,0
110070697805.0,AMAZON ROBOTICS,MA,1.0,,333922,0
110070671301.0,SIENTRA,WI,5.0,,339113 334514,0
110071044024.0,AMERICAN CONCRETE SUPPLY INC. - MILTON,FL,4.0,,327320,0
110001027816.0,PGH ELEC INSULATION INC/MUNHALL,PA,3.0,,423120 327999 313221,0
110001429687.0,MODERN FIXTURE CO,CO,8.0,,337127,0
110007211392.0,GLENN O HAWBAKER MILL HALL ASPHALT PLT,PA,3.0,,324121,0
110057579142.0,QUALITY ALUMINUM FORGE LLC,CA,9.0,,332112,0
110014406847.0,HORIZON SNACK FOODS,UT,8.0,,311919,0
110070232631.0,NATIONAL FOAM/WEST CHESTER,PA,3.0,,325998,0
110001923848.0,THIEM CORPORATION-ROGERS STREET,WI,5.0,,325998 325520,0
110071132806.0,KITCHEN ASSOCIATES INC,MA,,,337110,0
110002102313.0,M & M/MARS DIV OF MARS INC,GA,4.0,,311340 311911 31191 311330,0
110001361865.0,NORWALK READY MIX,IA,7.0,,327320,0
110005260449.0,"L-3 PACORD, INC.",VA,3.0,,336611,0
110000364588.0,"CHROMALLOY CASTINGS TAMPA, CORPORATION",FL,4.0,,331529 331528,0
110002101886.0,XL CORP,GA,4.0,,325520 325211,0
110069727807.0,WATTS REGULATOR WACASCO,NC,4.0,,332919 332911 331525,0
110070640737.0,"CAMPBELL TRANSPORTATION COMPANY, INC.",WV,3.0,,336611 48321,0
110070421189.0,TELFER PAVEMENT TECHNOLOGIES LLC MARTINEZ,CA,,,324121,0
110007226858.0,ROWE CONSTRUCTION CO,IL,5.0,,324121,0
110033181866.0,"RK HALL, LLC.",AR,6.0,,324121,0
110070537790.0,WASHINGTON UNIFIED SCHOOL DISTRICT / BRYTE,CA,,,339940 611620,0
110002057979.0,TURNPIKE WASTEWATER RECLAMATION FACILITY,FL,4.0,,311511 31151 22132 311520,0
110024105546.0,HOWELL ELECTRIC MOTORS,NJ,2.0,,335312,0
110071877505.0,FERGERSON FIRE AND FABRICATION 1767,TX,6.0,,332996,0
110000329813.0,CAMERON COCA-COLA BOTTLING CO,PA,3.0,,312111,0
110072124117.0,M&R ENGINEERING CO DBA S&H GLENCO MANUFACTURING,CA,9.0,,332721,0
110055421137.0,MARION STEEL FABRICATION INCORPORATED,IN,5.0,,332312,0
110011656065.0,POMONA DIE CASTING CORP,CA,9.0,,331521,0
110002112847.0,ATLAS POWDER CO,OH,5.0,,325920,0
110001241718.0,CHROME TEK INC.,KS,7.0,,332812 332813,0
110006652050.0,SEQUATCHIE CONCRETE SERVICE INC,AL,4.0,,327331,0
110005715468.0,SILGAN WHITE CAP CORPORATION,GA,4.0,,326199,0
110003089336.0,INDIANA BRIDGE INC,IN,5.0,,332312,0
110008058626.0,NIRO INC,WI,5.0,,333241 333294,0
110070591615.0,VERDE VIDA INC,CA,,,325411,0
110062747862.0,HUTCHENS CONSTRUCTION COMPANY,AR,6.0,,324121,0
110003672259.0,MULTI PRECISION DETAIL,MI,5.0,,332999,0
110003263067.0,ACE SCREEN PRINT CO,LA,6.0,,323119,0
110000458594.0,TEKNOR COLOR,TX,6.0,,325991,0
110038611570.0,HOSEA O WEAVER & SONS INC,AL,4.0,,324121,0
110002205195.0,"PROGRESSIVE FINISHING, INC.",MI,5.0,,336390 336399,0
110000494812.0,VULCAN CHEMICAL TECHNOLOGIES INC,MO,7.0,,325998 325612 325611,0
110055842931.0,KNUTH HINGE COMPNAY INC,CA,9.0,,337215,0
110002111241.0,DAIRY MART INC MIDWEST DIV,OH,5.0,,311511,0
110000499229.0,ALCOA FASTENING SYSTEMS,MA,1.0,,332722 33242,0
110005807430.0,HERITAGE EQUIPMENT INC,IL,5.0,,333618,0
110009424952.0,SUN CHEMICAL CORPORATION,OH,5.0,,325510,0
110001455176.0,COMBINED COMMUNICATION SERVICE,MO,7.0,,511120 333996,0
110008150614.0,S. B. FOOT TANNING CO,TX,6.0,,316110 31611,0
110001468368.0,PERRYMAN HEATING & COOLING,MO,7.0,,327999,0
110070158951.0,ROAD RANGER 142,IL,5.0,,339999,0
110017347325.0,OSAKIS CREAMERY ASSOCIATION,MN,5.0,,325314,0
110000495287.0,SHERMAN WIRE PLANT,TX,6.0,,331222,0
